"Type","Direccion","Num","Distrito","Barrio","Seccion","CP","UTMX","UTMY"
"CALLE","JARDINES",11,"5 - IBAIONDO","CASCO VIEJO",5,48005,506214.65,4789716.15
"CALLE","JARDINTXIKERRA",2,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504546.56,4789358.98
"CALLE","JARDINTXIKERRA",4,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504523.7,4789360.66
"CALLE","JARDINTXIKERRA",6,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504485.26,4789369.98
"CALLE","JARDINTXIKERRA",8,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504469,4789372.14
"CALLE","JARDINTXIKERRA",10,"8 - BASURTU-ZORROTZA","BASURTU",24,48012,504453.48,4789374.55
"PLAZA","JARO DE ARANA",1,"7 - ERREKALDE","IRALABARRI",22,48012,505257.16,4789026.12
"PLAZA","JARO DE ARANA",2,"7 - ERREKALDE","IRALABARRI",22,48012,505257.46,4789014.21
"PLAZA","JARO DE ARANA",3,"7 - ERREKALDE","IRALABARRI",22,48012,505268.05,4789011.95
"PLAZA","JARO DE ARANA",4,"7 - ERREKALDE","IRALABARRI",22,48012,505257.7,4788989.67
"PLAZA","JARO DE ARANA",5,"7 - ERREKALDE","IRALABARRI",22,48012,505264.65,4788976.5
"PLAZA","JARO DE ARANA",6,"7 - ERREKALDE","IRALABARRI",22,48012,505282.06,4788969.06
"PLAZA","JARO DE ARANA",7,"7 - ERREKALDE","IRALABARRI",22,48012,505251.31,4788967.86
"PLAZA","JARO DE ARANA",8,"7 - ERREKALDE","IRALABARRI",22,48012,505245.53,4788951.17
"PLAZA","JARO DE ARANA",9,"7 - ERREKALDE","IRALABARRI",22,48012,505255.5,4788946.56
"PLAZA","JARO DE ARANA",10,"7 - ERREKALDE","IRALABARRI",22,48012,505270.39,4788939.35
"PLAZA","JARO DE ARANA",11,"7 - ERREKALDE","IRALABARRI",22,48012,505284.63,4788932.32
"CALLE","JATA MONTE",1,"1 - DEUSTU","ARANGOITI",27,48014,504263.13,4791493.5
"CALLE","JATA MONTE",2,"1 - DEUSTU","ARANGOITI",28,48014,504275.41,4791487.9
"CALLE","JATA MONTE",3,"1 - DEUSTU","ARANGOITI",27,48014,504253.58,4791525.51
"CALLE","JATA MONTE",4,"1 - DEUSTU","ARANGOITI",28,48014,504278.1,4791573.3
"CALLE","JATA MONTE",5,"1 - DEUSTU","ARANGOITI",27,48014,504233.03,4791544.28
"CALLE","JATA MONTE",7,"1 - DEUSTU","ARANGOITI",27,48014,504265.54,4791558.36
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",2,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",19,48004,507713.61,4788924.47
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",3,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507855.28,4788952.02
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",4,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",19,48004,507718.58,4788895.77
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",5,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507889.29,4788894.78
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",6,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",19,48004,507760.07,4788839.32
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",7,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507893.88,4788906.57
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",8,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507775.59,4788805.66
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",9,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507899.16,4788919.87
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",10,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507806.75,4788878.34
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",11,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507928.9,4788907.57
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",12,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507833.73,4788857.6
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",13,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507923.58,4788894.34
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",14,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507871.02,4788848.17
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",15,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507919.34,4788883.47
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",16,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507861.79,4788824.52
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",18,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507891.51,4788812.8
"CALLE","JIMENEZ FERNANDO MIEMBRO DYA",20,"3 - OTXARKOAGA-TXURDINAGA","TXURDINAGA",20,48004,507900.72,4788836.54
"PLAZA","JUAN XXIII S.S.",5,"2 - URIBARRI","ZURBARAN",15,48006,507202.51,4789768.04
"PLAZA","JUAN XXIII S.S.",7,"2 - URIBARRI","ZURBARAN",15,48006,507212.56,4789757.95
"CAMINO","JUNQUERA DE LA",1,"1 - DEUSTU","LA RIBERA",38,48014,503656.25,4790568.74
"CAMINO","JUNQUERA DE LA",3,"1 - DEUSTU","LA RIBERA",38,48014,503655.9,4790577.45
"CAMINO","JUNQUERA DE LA",3,"1 - DEUSTU","LA RIBERA",38,48014,503658.84,4790588.5
"CAMINO","JUNQUERA DE LA",5,"1 - DEUSTU","LA RIBERA",38,48014,503664.39,4790605.66
"CAMINO","JUNQUERA DE LA",7,"1 - DEUSTU","LA RIBERA",38,48014,503667.16,4790614.28
"CAMINO","JUNQUERA DE LA",9,"1 - DEUSTU","LA RIBERA",38,48014,503669.8,4790622.34
"CAMINO","JUNQUERA DE LA",9,"1 - DEUSTU","LA RIBERA",38,48014,503674.85,4790638.73
"CAMINO","JUNQUERA DE LA",11,"1 - DEUSTU","LA RIBERA",38,48014,503645.14,4790628.26
"CAMINO","JUNQUERA DE LA",13,"1 - DEUSTU","LA RIBERA",38,48014,503645.79,4790635.41
"CAMINO","JUNQUERA DE LA",14,"1 - DEUSTU","LA RIBERA",38,48014,503655.33,4790655.82
"CAMINO","JUNQUERA DE LA",15,"1 - DEUSTU","LA RIBERA",38,48014,503647.63,4790652.33
"CAMINO","JUNQUERA DE LA",16,"1 - DEUSTU","LA RIBERA",38,48014,503653.16,4790672.97
"CALLE","KALAMUA",6,"4 - BEGOÑA","SANTUTXU",28,48004,507091.88,4788813.68
"CALLE","KALAMUA",8,"4 - BEGOÑA","SANTUTXU",28,48004,507080.39,4788878.48
"CALLE","KALAMUA",10,"4 - BEGOÑA","SANTUTXU",28,48004,507077.68,4788900.76
"CALLE","KARMELO",1,"4 - BEGOÑA","SANTUTXU",9,48004,506952.04,4789199.47
"CALLE","KARMELO",2,"4 - BEGOÑA","SANTUTXU",14,48004,506960.62,4789181.3
"CALLE","KARMELO",3,"4 - BEGOÑA","SANTUTXU",9,48004,506969.08,4789203.18
"CALLE","KARMELO",4,"4 - BEGOÑA","SANTUTXU",14,48004,506981.37,4789185.6
"CALLE","KARMELO",5,"4 - BEGOÑA","SANTUTXU",10,48004,507049.24,4789220.54
"CALLE","KARMELO",5,"4 - BEGOÑA","SANTUTXU",10,48004,507073.47,4789225.6
"CALLE","KARMELO",6,"4 - BEGOÑA","SANTUTXU",14,48004,507002.9,4789190.31
"CALLE","KARMELO",7,"4 - BEGOÑA","SANTUTXU",11,48004,507127.69,4789237.47
"CALLE","KARMELO",8,"4 - BEGOÑA","SANTUTXU",14,48004,507020.62,4789168.26
"CALLE","KARMELO",8,"4 - BEGOÑA","SANTUTXU",14,48004,507035.26,4789193.16
"CALLE","KARMELO",9,"4 - BEGOÑA","SANTUTXU",11,48004,507140.06,4789239.97
"CALLE","KARMELO",10,"4 - BEGOÑA","SANTUTXU",14,48004,507060.02,4789186.36
"CALLE","KARMELO",10,"4 - BEGOÑA","SANTUTXU",14,48004,507084.41,4789204.64
"CALLE","KARMELO",11,"4 - BEGOÑA","SANTUTXU",11,48004,507161.17,4789244.56
"CALLE","KARMELO",12,"4 - BEGOÑA","SANTUTXU",14,48004,507143.45,4789209.99
"CALLE","KARMELO",14,"4 - BEGOÑA","SANTUTXU",16,48004,507292.08,4789246.18
"CALLE","KARMELO",15,"4 - BEGOÑA","SANTUTXU",10,48004,507262.33,4789265.82
"AVENIDA","KIRIKIÑO",1,"7 - ERREKALDE","IRALABARRI",15,48012,505361.08,4789389.43
"AVENIDA","KIRIKIÑO",2,"7 - ERREKALDE","IRALABARRI",15,48012,505345.69,4789396.67
"AVENIDA","KIRIKIÑO",4,"7 - ERREKALDE","IRALABARRI",15,48012,505341.18,4789384.91
"AVENIDA","KIRIKIÑO",6,"7 - ERREKALDE","IRALABARRI",15,48012,505337.85,4789375.41
"AVENIDA","KIRIKIÑO",8,"7 - ERREKALDE","IRALABARRI",15,48012,505333.27,4789362.57
"AVENIDA","KIRIKIÑO",10,"7 - ERREKALDE","IRALABARRI",15,48012,505334.71,4789354.35
"AVENIDA","KIRIKIÑO",22,"7 - ERREKALDE","IRALABARRI",17,48012,505286.43,4789261.3
"AVENIDA","KIRIKIÑO",24,"7 - ERREKALDE","IRALABARRI",17,48012,505279.56,4789250.04
"AVENIDA","KIRIKIÑO",25,"7 - ERREKALDE","IRALABARRI",17,48012,505310.5,4789266.97
"AVENIDA","KIRIKIÑO",26,"7 - ERREKALDE","IRALABARRI",17,48012,505273.03,4789239.59
"AVENIDA","KIRIKIÑO",27,"7 - ERREKALDE","IRALABARRI",17,48012,505302.87,4789254.9
"AVENIDA","KIRIKIÑO",29,"7 - ERREKALDE","IRALABARRI",17,48012,505297.91,4789246.86
"AVENIDA","KIRIKIÑO",31,"7 - ERREKALDE","IRALABARRI",17,48012,505289.15,4789232.94
"AVENIDA","KIRIKIÑO",33,"7 - ERREKALDE","IRALABARRI",17,48012,505281.04,4789219.91
"AVENIDA","KIRIKIÑO",34,"7 - ERREKALDE","IRALABARRI",17,48012,505250.22,4789203.45
"AVENIDA","KIRIKIÑO",35,"7 - ERREKALDE","IRALABARRI",17,48012,505273.3,4789207.67
"AVENIDA","KIRIKIÑO",36,"7 - ERREKALDE","IRALABARRI",17,48012,505243.28,4789192.27
"AVENIDA","KIRIKIÑO",37,"7 - ERREKALDE","IRALABARRI",17,48012,505265.65,4789195.14
"AVENIDA","KIRIKIÑO",38,"7 - ERREKALDE","IRALABARRI",17,48012,505235.13,4789179.25
"AVENIDA","KIRIKIÑO",39,"7 - ERREKALDE","IRALABARRI",17,48012,505258.5,4789184.25
"AVENIDA","KIRIKIÑO",40,"7 - ERREKALDE","IRALABARRI",17,48012,505232.57,4789179.81
"AVENIDA","KIRIKIÑO",41,"7 - ERREKALDE","IRALABARRI",17,48012,505251.3,4789172.44
"AVENIDA","KIRIKIÑO",42,"7 - ERREKALDE","IRALABARRI",17,48012,505224.99,4789167.23
"AVENIDA","KIRIKIÑO",43,"7 - ERREKALDE","IRALABARRI",17,48012,505241.62,4789156.96
"AVENIDA","KIRIKIÑO",44,"7 - ERREKALDE","IRALABARRI",19,48012,505202.91,4789146.01
"AVENIDA","KIRIKIÑO",45,"7 - ERREKALDE","IRALABARRI",22,48012,505228.32,4788934.18
"AVENIDA","KIRIKIÑO",46,"7 - ERREKALDE","IRALABARRI",19,48012,505211.89,4789132.79
"AVENIDA","KIRIKIÑO",47,"7 - ERREKALDE","IRALABARRI",22,48012,505217.34,4788915.99
"AVENIDA","KIRIKIÑO",48,"7 - ERREKALDE","IRALABARRI",19,48012,505211.48,4789119.08
"AVENIDA","KIRIKIÑO",49,"7 - ERREKALDE","IRALABARRI",22,48012,505209.91,4788901.4
"AVENIDA","KIRIKIÑO",50,"7 - ERREKALDE","IRALABARRI",19,48012,505213.95,4789101.85
"AVENIDA","KIRIKIÑO",51,"7 - ERREKALDE","IRALABARRI",22,48012,505200.31,4788869.5
"AVENIDA","KIRIKIÑO",52,"7 - ERREKALDE","IRALABARRI",19,48012,505216.73,4789084.96
"AVENIDA","KIRIKIÑO",53,"7 - ERREKALDE","IRALABARRI",21,48012,505172.71,4788827.25
"AVENIDA","KIRIKIÑO",54,"7 - ERREKALDE","IRALABARRI",19,48012,505219.8,4789068.67
"AVENIDA","KIRIKIÑO",56,"7 - ERREKALDE","IRALABARRI",19,48012,505226.83,4789023.78
"AVENIDA","KIRIKIÑO",58,"7 - ERREKALDE","IRALABARRI",19,48012,505227.5,4789007.33
"AVENIDA","KIRIKIÑO",60,"7 - ERREKALDE","IRALABARRI",19,48012,505225.64,4788989.76
"AVENIDA","KIRIKIÑO",62,"7 - ERREKALDE","IRALABARRI",19,48012,505221.65,4788972.7
"AVENIDA","KIRIKIÑO",64,"7 - ERREKALDE","IRALABARRI",21,48012,505204.64,4788934.69
"AVENIDA","KIRIKIÑO",66,"7 - ERREKALDE","IRALABARRI",21,48012,505183.99,4788921.12
"AVENIDA","KIRIKIÑO",68,"7 - ERREKALDE","IRALABARRI",21,48012,505170.64,4788884.88
"AVENIDA","KIRIKIÑO",70,"7 - ERREKALDE","IRALABARRI",21,48012,505162.13,4788886.78
"AVENIDA","KIRIKIÑO",72,"7 - ERREKALDE","IRALABARRI",21,48012,505155.11,4788828.49
"MONTE","KOBETA",5,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502767.28,4790332.07
"MONTE","KOBETA",6,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502771.78,4790330.02
"MONTE","KOBETA",7,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502776.52,4790327.66
"MONTE","KOBETA",8,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502781.15,4790325.55
"MONTE","KOBETA",9,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502786.06,4790323.08
"MONTE","KOBETA",10,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502790.54,4790320.6
"MONTE","KOBETA",11,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502797.41,4790317.09
"MONTE","KOBETA",12,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502802.96,4790311.55
"MONTE","KOBETA",13,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502809.6,4790304.67
"MONTE","KOBETA",14,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502815.3,4790298.68
"MONTE","KOBETA",15,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502819.4,4790294.5
"MONTE","KOBETA",16,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502838.7,4790066.06
"MONTE","KOBETA",16,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502829.14,4790073.12
"MONTE","KOBETA",17,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502815.24,4790084.9
"MONTE","KOBETA",18,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502761.27,4790134.87
"MONTE","KOBETA",19,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502727.62,4790153.99
"MONTE","KOBETA",25,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,502929.61,4789893.44
"MONTE","KOBETA",26,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,502934.37,4789874.18
"MONTE","KOBETA",30,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,503001.5,4789514.73
"MONTE","KOBETA",31,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503140.67,4789774.18
"MONTE","KOBETA",32,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503146.34,4789781.65
"MONTE","KOBETA",33,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503154.74,4789756.28
"MONTE","KOBETA",34,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503151.42,4789735.57
"MONTE","KOBETA",40,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503308.49,4789561.75
"MONTE","KOBETA",41,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503317.61,4789551.07
"MONTE","KOBETA",45,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503177.28,4789286.09
"MONTE","KOBETA",50,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,503087.07,4789242.66
"CAMINO","KOBETABIDEA",1,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503679.71,4789521.74
"CAMINO","KOBETABIDEA",3,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503672.73,4789534.88
"CAMINO","KOBETABIDEA",5,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503663.49,4789514.28
"CAMINO","KOBETABIDEA",7,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503661.88,4789499.43
"CAMINO","KOBETABIDEA",9,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503597.33,4789516.2
"CAMINO","KOBETABIDEA",13,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503642.88,4789547.69
"CAMINO","KOBETABIDEA",15,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503633.71,4789557.47
"CAMINO","KOBETABIDEA",19,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503616.87,4789572.41
"CAMINO","KOBETABIDEA",21,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503602.53,4789574.77
"CAMINO","KOBETABIDEA",25,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503612.6,4789596.36
"CAMINO","KOBETABIDEA",27,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503550.87,4789605.03
"CAMINO","KOBETABIDEA",29,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503536.05,4789607.6
"CAMINO","KOBETABIDEA",33,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503510.86,4789631.44
"CAMINO","KOBETABIDEA",35,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503505.54,4789643.59
"CAMINO","KOBETABIDEA",37,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503482.52,4789667.86
"CAMINO","KOBETABIDEA",39,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503466.8,4789697.38
"CAMINO","KOBETABIDEA",40,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503221.74,4789882.97
"CAMINO","KOBETABIDEA",41,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503460.07,4789707.94
"CAMINO","KOBETABIDEA",42,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503169.27,4789908.91
"CAMINO","KOBETABIDEA",43,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503458.84,4789718.98
"CAMINO","KOBETABIDEA",44,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503158.03,4789916.33
"CAMINO","KOBETABIDEA",45,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503441.87,4789719.46
"CAMINO","KOBETABIDEA",47,"8 - BASURTU-ZORROTZA","MASUSTEGI-MONTE CARAMELO",13,48002,503438.43,4789767.19
"CAMINO","KOBETABIDEA",53,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503362.25,4789804.13
"CAMINO","KOBETABIDEA",55,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503353.48,4789805.49
"CAMINO","KOBETABIDEA",57,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503339.3,4789808.9
"CAMINO","KOBETABIDEA",59,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503331.54,4789812.71
"CAMINO","KOBETABIDEA",60,"8 - BASURTU-ZORROTZA","ALTAMIRA",10,48002,503087.75,4789963.96
"CAMINO","KOBETABIDEA",61,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503323.14,4789816.81
"CAMINO","KOBETABIDEA",71,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,503185.35,4789886.96
"CAMINO","KOBETABIDEA",93,"8 - BASURTU-ZORROTZA","DISEMINADO",13,48002,502966.03,4790055.77
"CAMINO","KOBETABIDEA",104,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502943.64,4790350.12
"CAMINO","KOBETABIDEA",110,"8 - BASURTU-ZORROTZA","DISEMINADO",9,48002,502834.95,4790487.6
"PLAZA","KRAUS ALFREDO",1,"7 - ERREKALDE","ERREKALDEBERRI",41,48002,504362.48,4789258.92
"PLAZA","KRAUS ALFREDO",2,"7 - ERREKALDE","ERREKALDEBERRI",41,48002,504345.96,4789264.36
"PLAZA","KRAUS ALFREDO",3,"7 - ERREKALDE","ERREKALDEBERRI",41,48002,504323.33,4789274.86
"PLAZA","KRAUS ALFREDO",4,"7 - ERREKALDE","ERREKALDEBERRI",41,48002,504323.79,4789298.13
"PLAZA","KRAUS ALFREDO",5,"7 - ERREKALDE","ERREKALDEBERRI",41,48002,504676.44,4788975.8
"CALLE","LABAYRU",1,"7 - ERREKALDE","AMETZOLA",8,48012,505151.62,4789509.5
"CALLE","LABAYRU",2,"7 - ERREKALDE","AMETZOLA",8,48012,505159.63,4789523.89
"CALLE","LABAYRU",3,"7 - ERREKALDE","AMETZOLA",8,48012,505131.22,4789510.86
"CALLE","LABAYRU",4,"7 - ERREKALDE","AMETZOLA",8,48012,505144.54,4789524.75
"CALLE","LABAYRU",6,"7 - ERREKALDE","AMETZOLA",8,48012,505124.32,4789526.35
"CALLE","LABAYRU",15,"7 - ERREKALDE","AMETZOLA",13,48012,505066.75,4789515.2
"CALLE","LABAYRU",17,"7 - ERREKALDE","AMETZOLA",13,48012,505048.64,4789516.39
"CALLE","LABAYRU",19,"7 - ERREKALDE","AMETZOLA",13,48012,505041.25,4789516.96
"CALLE","LABAYRU",21,"7 - ERREKALDE","AMETZOLA",13,48012,505024.68,4789518.1
"CALLE","LABAYRU",23,"7 - ERREKALDE","AMETZOLA",13,48012,505009.01,4789519.09
"CALLE","LABAYRU",25,"7 - ERREKALDE","AMETZOLA",13,48012,504996.92,4789519.96
"CALLE","LABAYRU",27,"7 - ERREKALDE","AMETZOLA",6,48012,504940.82,4789523.67
"CALLE","LABAYRU",28,"7 - ERREKALDE","AMETZOLA",6,48012,504953.04,4789537.81
"CALLE","LABAYRU",29,"7 - ERREKALDE","AMETZOLA",6,48012,504927.72,4789524.52
"CALLE","LABAYRU",30,"7 - ERREKALDE","AMETZOLA",6,48012,504933.95,4789539.11
"CALLE","LABAYRU",31,"7 - ERREKALDE","AMETZOLA",6,48012,504914.83,4789525.42
"CALLE","LABAYRU",32,"7 - ERREKALDE","AMETZOLA",6,48012,504919.94,4789540.01
"CALLE","LABAYRU",33,"7 - ERREKALDE","AMETZOLA",6,48012,504908.17,4789525.88
"CALLE","LABAYRU",34,"7 - ERREKALDE","AMETZOLA",6,48012,504898.18,4789541.68
"CALLE","LABAYRU",35,"7 - ERREKALDE","AMETZOLA",6,48012,504896.82,4789526.66
"CALLE","LABAYRU",36,"7 - ERREKALDE","AMETZOLA",6,48012,504881.57,4789542.66
"CALLE","LABAYRU",37,"7 - ERREKALDE","AMETZOLA",6,48012,504888.46,4789527.09
"CALLE","LABAYRU",38,"7 - ERREKALDE","AMETZOLA",6,48012,504865.43,4789543.95
"CALLE","LABEGERIE MITXEL",1,"5 - IBAIONDO","CASCO VIEJO",1,48005,506336.92,4789804.33
"CALLE","LABEGERIE MITXEL",2,"5 - IBAIONDO","CASCO VIEJO",1,48005,506335.71,4789792.56
"CALLE","LAGUNA LA",1,"5 - IBAIONDO","SAN FRANCISCO",21,48003,505881.52,4789423.87
"CALLE","LAGUNA LA",3,"5 - IBAIONDO","SAN FRANCISCO",44,48003,505866.48,4789393.63
"CALLE","LAGUNA LA",5,"5 - IBAIONDO","SAN FRANCISCO",44,48003,505861.01,4789382.83
"CALLE","LAGUNA LA",7,"5 - IBAIONDO","SAN FRANCISCO",44,48003,505855.64,4789372.19
"CALLE","LAGUNA LA",9,"5 - IBAIONDO","SAN FRANCISCO",44,48003,505848.96,4789358.84
"CALLE","LAGUNA LA",14,"5 - IBAIONDO","SAN FRANCISCO",44,48003,505840.23,4789350.95
"BARRIADA","LAGUNETXEA",1,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504698.39,4791302.28
"BARRIADA","LAGUNETXEA",2,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504700.66,4791302.11
"BARRIADA","LAGUNETXEA",3,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504710.81,4791298.86
"BARRIADA","LAGUNETXEA",4,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504712.3,4791298.5
"BARRIADA","LAGUNETXEA",5,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504724.84,4791295.2
"BARRIADA","LAGUNETXEA",6,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504730.41,4791294.03
"BARRIADA","LAGUNETXEA",7,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504737.33,4791292.38
"BARRIADA","LAGUNETXEA",8,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504743.62,4791291.02
"BARRIADA","LAGUNETXEA",9,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504756.52,4791289.98
"BARRIADA","LAGUNETXEA",10,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504758.7,4791289.95
"BARRIADA","LAGUNETXEA",11,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504769.63,4791289.71
"BARRIADA","LAGUNETXEA",12,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504772.03,4791289.74
"BARRIADA","LAGUNETXEA",13,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504774.12,4791297.59
"BARRIADA","LAGUNETXEA",14,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504767.77,4791297.61
"BARRIADA","LAGUNETXEA",15,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504761.19,4791297.71
"BARRIADA","LAGUNETXEA",16,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504754.9,4791297.79
"BARRIADA","LAGUNETXEA",17,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504744.9,4791298.62
"BARRIADA","LAGUNETXEA",18,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504738.78,4791299.98
"BARRIADA","LAGUNETXEA",19,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504732.85,4791301.29
"BARRIADA","LAGUNETXEA",20,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504726.57,4791302.76
"BARRIADA","LAGUNETXEA",21,"1 - DEUSTU","SAN PEDRO DE DEUSTU",45,48014,504716.74,4791305.33
